instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,year_month
10784,2012-03-30,2,1,3,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187,10.0,2012-03-01
10785,2012-03-30,2,1,3,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201,11.0,2012-03-01
10786,2012-03-30,2,1,3,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270,12.0,2012-03-01
10787,2012-03-30,2,1,3,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242,13.0,2012-03-01
10788,2012-03-30,2,1,3,0,5,1,3,0.4,0.4091,0.54,0.0,56,173,229,14.0,2012-03-01
10789,2012-03-30,2,1,3,0,5,1,3,0.42,0.4242,0.54,0.0,73,207,280,15.0,2012-03-01
10790,2012-03-30,2,1,3,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367,16.0,2012-03-01
10791,2012-03-30,2,1,3,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606,17.0,2012-03-01
10792,2012-03-30,2,1,3,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560,18.0,2012-03-01
10793,2012-03-30,2,1,3,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395,19.0,2012-03-01
10794,2012-03-30,2,1,3,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,20.0,2012-03-01
10795,2012-03-30,2,1,3,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220,21.0,2012-03-01
10796,2012-03-30,2,1,3,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153,22.0,2012-03-01
10797,2012-03-30,2,1,3,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,123,23.0,2012-03-01
10798,2012-03-31,2,1,3,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92,0.0,2012-03-01
10799,2012-03-31,2,1,3,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82,1.0,2012-03-01
10800,2012-03-31,2,1,3,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69,2.0,2012-03-01
10801,2012-03-31,2,1,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,3.0,2012-03-01
10802,2012-03-31,2,1,3,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8,4.0,2012-03-01
10803,2012-03-31,2,1,3,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,5.0,2012-03-01
10804,2012-03-31,2,1,3,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23,6.0,2012-03-01
10805,2012-03-31,2,1,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44,7.0,2012-03-01
10806,2012-03-31,2,1,3,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145,8.0,2012-03-01
10807,2012-03-31,2,1,3,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223,9.0,2012-03-01
10808,2012-03-31,2,1,3,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313,10.0,2012-03-01
10809,2012-03-31,2,1,3,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,11.0,2012-03-01
10810,2012-03-31,2,1,3,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,621,12.0,2012-03-01
10811,2012-03-31,2,1,3,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638,13.0,2012-03-01
10812,2012-03-31,2,1,3,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551,14.0,2012-03-01
10813,2012-03-31,2,1,3,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605,15.0,2012-03-01
10814,2012-03-31,2,1,3,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535,16.0,2012-03-01
10815,2012-03-31,2,1,3,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543,17.0,2012-03-01
10816,2012-03-31,2,1,3,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341,18.0,2012-03-01
10817,2012-03-31,2,1,3,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284,19.0,2012-03-01
10818,2012-03-31,2,1,3,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208,20.0,2012-03-01
10819,2012-03-31,2,1,3,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143,21.0,2012-03-01
10820,2012-03-31,2,1,3,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156,22.0,2012-03-01
10821,2012-03-31,2,1,3,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112,23.0,2012-03-01
10822,2012-04-01,2,1,4,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67,0.0,2012-04-01
10823,2012-04-01,2,1,4,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62,1.0,2012-04-01
10824,2012-04-01,2,1,4,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81,2.0,2012-04-01
10825,2012-04-01,2,1,4,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25,3.0,2012-04-01
10826,2012-04-01,2,1,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12,4.0,2012-04-01
10827,2012-04-01,2,1,4,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18,5.0,2012-04-01
10828,2012-04-01,2,1,4,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97,6.0,2012-04-01
10829,2012-04-01,2,1,4,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84,7.0,2012-04-01
10830,2012-04-01,2,1,4,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125,8.0,2012-04-01
10831,2012-04-01,2,1,4,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275,9.0,2012-04-01
10832,2012-04-01,2,1,4,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360,10.0,2012-04-01
10833,2012-04-01,2,1,4,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451,11.0,2012-04-01
10834,2012-04-01,2,1,4,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445,12.0,2012-04-01
10835,2012-04-01,2,1,4,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464,13.0,2012-04-01
10836,2012-04-01,2,1,4,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561,14.0,2012-04-01
10837,2012-04-01,2,1,4,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573,15.0,2012-04-01
10838,2012-04-01,2,1,4,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511,16.0,2012-04-01
10839,2012-04-01,2,1,4,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555,17.0,2012-04-01
10840,2012-04-01,2,1,4,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432,18.0,2012-04-01
10841,2012-04-01,2,1,4,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346,19.0,2012-04-01
10842,2012-04-01,2,1,4,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232,20.0,2012-04-01
10843,2012-04-01,2,1,4,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134,21.0,2012-04-01
10844,2012-04-01,2,1,4,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68,22.0,2012-04-01
10845,2012-04-01,2,1,4,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63,23.0,2012-04-01
10846,2012-04-02,2,1,4,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17,0.0,2012-04-01
10847,2012-04-02,2,1,4,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5,1.0,2012-04-01
10848,2012-04-02,2,1,4,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,2.0,2012-04-01
10849,2012-04-02,2,1,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4,4.0,2012-04-01
10850,2012-04-02,2,1,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24,5.0,2012-04-01
10851,2012-04-02,2,1,4,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110,6.0,2012-04-01
10852,2012-04-02,2,1,4,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306,7.0,2012-04-01
10853,2012-04-02,2,1,4,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589,8.0,2012-04-01
10854,2012-04-02,2,1,4,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317,9.0,2012-04-01
10855,2012-04-02,2,1,4,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204,10.0,2012-04-01
10856,2012-04-02,2,1,4,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209,11.0,2012-04-01
10857,2012-04-02,2,1,4,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281,12.0,2012-04-01
10858,2012-04-02,2,1,4,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281,13.0,2012-04-01
10859,2012-04-02,2,1,4,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268,14.0,2012-04-01
10860,2012-04-02,2,1,4,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324,15.0,2012-04-01
10861,2012-04-02,2,1,4,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395,16.0,2012-04-01
10862,2012-04-02,2,1,4,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729,17.0,2012-04-01
10863,2012-04-02,2,1,4,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618,18.0,2012-04-01
10864,2012-04-02,2,1,4,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494,19.0,2012-04-01
10865,2012-04-02,2,1,4,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329,20.0,2012-04-01
10866,2012-04-02,2,1,4,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238,21.0,2012-04-01
10867,2012-04-02,2,1,4,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123,22.0,2012-04-01
10868,2012-04-02,2,1,4,0,1,1,1,0.44,0.4394,0.35,0.1642,6,60,66,23.0,2012-04-01
10869,2012-04-03,2,1,4,0,2,1,1,0.4,0.4091,0.43,0.1343,1,32,33,0.0,2012-04-01
10870,2012-04-03,2,1,4,0,2,1,1,0.38,0.3939,0.46,0.2239,0,11,11,1.0,2012-04-01
10871,2012-04-03,2,1,4,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5,2.0,2012-04-01
10872,2012-04-03,2,1,4,0,2,1,1,0.38,0.3939,0.46,0.0,0,3,3,3.0,2012-04-01
10873,2012-04-03,2,1,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1,4.0,2012-04-01
10874,2012-04-03,2,1,4,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27,5.0,2012-04-01
10875,2012-04-03,2,1,4,0,2,1,1,0.3,0.3182,0.61,0.0896,2,98,100,6.0,2012-04-01
10876,2012-04-03,2,1,4,0,2,1,1,0.32,0.3333,0.66,0.0896,14,327,341,7.0,2012-04-01
10877,2012-04-03,2,1,4,0,2,1,1,0.34,0.3636,0.57,0.0,27,577,604,8.0,2012-04-01
10878,2012-04-03,2,1,4,0,2,1,1,0.42,0.4242,0.38,0.0896,54,354,408,9.0,2012-04-01
10879,2012-04-03,2,1,4,0,2,1,1,0.44,0.4394,0.33,0.0,77,142,219,10.0,2012-04-01
10880,2012-04-03,2,1,4,0,2,1,1,0.48,0.4697,0.23,0.0,91,167,258,11.0,2012-04-01
10881,2012-04-03,2,1,4,0,2,1,1,0.52,0.5,0.25,0.0,101,230,331,12.0,2012-04-01
10882,2012-04-03,2,1,4,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345,13.0,2012-04-01
10883,2012-04-03,2,1,4,0,2,1,1,0.56,0.5303,0.21,0.2239,120,191,311,14.0,2012-04-01
10884,2012-04-03,2,1,4,0,2,1,1,0.6,0.5909,0.2,0.194,109,207,316,15.0,2012-04-01
10885,2012-04-03,2,1,4,0,2,1,1,0.62,0.6061,0.21,0.1642,145,340,485,16.0,2012-04-01
10886,2012-04-03,2,1,4,0,2,1,1,0.62,0.6061,0.17,0.194,123,634,757,17.0,2012-04-01
10887,2012-04-03,2,1,4,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800,18.0,2012-04-01
10888,2012-04-03,2,1,4,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460,558,19.0,2012-04-01
10889,2012-04-03,2,1,4,0,2,1,1,0.56,0.5303,0.24,0.1343,54,325,379,20.0,2012-04-01
10890,2012-04-03,2,1,4,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243,21.0,2012-04-01
10891,2012-04-03,2,1,4,0,2,1,1,0.5,0.4848,0.51,0.0,25,133,158,22.0,2012-04-01
10892,2012-04-03,2,1,4,0,2,1,1,0.5,0.4848,0.59,0.0,13,66,79,23.0,2012-04-01
10893,2012-04-04,2,1,4,0,3,1,1,0.48,0.4697,0.48,0.0,18,23,41,0.0,2012-04-01
10894,2012-04-04,2,1,4,0,3,1,1,0.46,0.4545,0.59,0.0,0,11,11,1.0,2012-04-01
10895,2012-04-04,2,1,4,0,3,1,1,0.46,0.4545,0.51,0.0,0,5,5,2.0,2012-04-01
10896,2012-04-04,2,1,4,0,3,1,1,0.44,0.4394,0.58,0.0896,0,3,3,3.0,2012-04-01
10897,2012-04-04,2,1,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1,4.0,2012-04-01
10898,2012-04-04,2,1,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27,5.0,2012-04-01
10899,2012-04-04,2,1,4,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126,6.0,2012-04-01
10900,2012-04-04,2,1,4,0,3,1,2,0.44,0.4394,0.62,0.0,12,354,366,7.0,2012-04-01
10901,2012-04-04,2,1,4,0,3,1,2,0.44,0.4394,0.72,0.1045,31,653,684,8.0,2012-04-01
10902,2012-04-04,2,1,4,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363,9.0,2012-04-01
10903,2012-04-04,2,1,4,0,3,1,2,0.54,0.5152,0.45,0.1343,68,99,167,10.0,2012-04-01
10904,2012-04-04,2,1,4,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213,11.0,2012-04-01
10905,2012-04-04,2,1,4,0,3,1,2,0.6,0.6212,0.46,0.4179,73,210,283,12.0,2012-04-01
10906,2012-04-04,2,1,4,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251,13.0,2012-04-01
10907,2012-04-04,2,1,4,0,3,1,2,0.62,0.6212,0.46,0.194,82,176,258,14.0,2012-04-01
10908,2012-04-04,2,1,4,0,3,1,2,0.64,0.6212,0.44,0.2836,86,182,268,15.0,2012-04-01
10909,2012-04-04,2,1,4,0,3,1,2,0.64,0.6212,0.44,0.2836,86,304,390,16.0,2012-04-01
10910,2012-04-04,2,1,4,0,3,1,1,0.66,0.6212,0.41,0.2985,99,645,744,17.0,2012-04-01
10911,2012-04-04,2,1,4,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759,18.0,2012-04-01
10912,2012-04-04,2,1,4,0,3,1,1,0.66,0.6212,0.39,0.2239,75,419,494,19.0,2012-04-01
10913,2012-04-04,2,1,4,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372,20.0,2012-04-01
10914,2012-04-04,2,1,4,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298,21.0,2012-04-01
10915,2012-04-04,2,1,4,0,3,1,1,0.56,0.5303,0.22,0.1642,30,151,181,22.0,2012-04-01
10916,2012-04-04,2,1,4,0,3,1,1,0.52,0.5,0.23,0.4179,19,112,131,23.0,2012-04-01
10917,2012-04-05,2,1,4,0,4,1,1,0.52,0.5,0.23,0.4179,12,33,45,0.0,2012-04-01
10918,2012-04-05,2,1,4,0,4,1,1,0.48,0.4697,0.27,0.3284,4,9,13,1.0,2012-04-01
10919,2012-04-05,2,1,4,0,4,1,1,0.46,0.4545,0.33,0.4478,7,11,18,2.0,2012-04-01
10920,2012-04-05,2,1,4,0,4,1,1,0.42,0.4242,0.41,0.2985,0,5,5,3.0,2012-04-01
10921,2012-04-05,2,1,4,0,4,1,1,0.38,0.3939,0.43,0.2836,0,1,1,4.0,2012-04-01
10922,2012-04-05,2,1,4,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29,5.0,2012-04-01
10923,2012-04-05,2,1,4,0,4,1,1,0.36,0.3333,0.46,0.3284,8,118,126,6.0,2012-04-01
10924,2012-04-05,2,1,4,0,4,1,1,0.34,0.3333,0.49,0.194,15,339,354,7.0,2012-04-01
10925,2012-04-05,2,1,4,0,4,1,1,0.36,0.3485,0.46,0.2239,28,610,638,8.0,2012-04-01
10926,2012-04-05,2,1,4,0,4,1,1,0.4,0.4091,0.37,0.2537,61,290,351,9.0,2012-04-01
10927,2012-04-05,2,1,4,0,4,1,1,0.42,0.4242,0.35,0.2836,88,158,246,10.0,2012-04-01
10928,2012-04-05,2,1,4,0,4,1,2,0.42,0.4242,0.38,0.2239,109,159,268,11.0,2012-04-01
10929,2012-04-05,2,1,4,0,4,1,1,0.44,0.4394,0.33,0.0,66,210,276,12.0,2012-04-01
10930,2012-04-05,2,1,4,0,4,1,1,0.46,0.4545,0.31,0.0,89,202,291,13.0,2012-04-01
10931,2012-04-05,2,1,4,0,4,1,1,0.46,0.4545,0.33,0.1642,143,144,287,14.0,2012-04-01
10932,2012-04-05,2,1,4,0,4,1,1,0.5,0.4848,0.31,0.1045,98,171,269,15.0,2012-04-01
10933,2012-04-05,2,1,4,0,4,1,1,0.5,0.4848,0.31,0.194,84,318,402,16.0,2012-04-01
10934,2012-04-05,2,1,4,0,4,1,1,0.5,0.4848,0.31,0.1642,145,677,822,17.0,2012-04-01
10935,2012-04-05,2,1,4,0,4,1,1,0.5,0.4848,0.31,0.1045,80,618,698,18.0,2012-04-01
10936,2012-04-05,2,1,4,0,4,1,1,0.48,0.4697,0.31,0.2537,64,423,487,19.0,2012-04-01
10937,2012-04-05,2,1,4,0,4,1,1,0.44,0.4394,0.41,0.194,33,279,312,20.0,2012-04-01
10938,2012-04-05,2,1,4,0,4,1,1,0.42,0.4242,0.47,0.194,25,209,234,21.0,2012-04-01
10939,2012-04-05,2,1,4,0,4,1,1,0.4,0.4091,0.47,0.194,20,129,149,22.0,2012-04-01
10940,2012-04-05,2,1,4,0,4,1,1,0.4,0.4091,0.5,0.1343,12,124,136,23.0,2012-04-01
10941,2012-04-06,2,1,4,0,5,1,1,0.4,0.4091,0.43,0.0,12,49,61,0.0,2012-04-01
10942,2012-04-06,2,1,4,0,5,1,1,0.36,0.3485,0.62,0.1343,10,28,38,1.0,2012-04-01
10943,2012-04-06,2,1,4,0,5,1,1,0.36,0.3333,0.5,0.3881,6,5,11,2.0,2012-04-01
10944,2012-04-06,2,1,4,0,5,1,1,0.34,0.303,0.53,0.3284,3,5,8,3.0,2012-04-01
10945,2012-04-06,2,1,4,0,5,1,1,0.34,0.3182,0.49,0.2537,2,3,5,4.0,2012-04-01
10946,2012-04-06,2,1,4,0,5,1,1,0.32,0.303,0.53,0.3284,0,23,23,5.0,2012-04-01
10947,2012-04-06,2,1,4,0,5,1,1,0.3,0.2727,0.49,0.3881,0,80,80,6.0,2012-04-01
10948,2012-04-06,2,1,4,0,5,1,1,0.3,0.2879,0.49,0.2836,15,231,246,7.0,2012-04-01
10949,2012-04-06,2,1,4,0,5,1,1,0.3,0.2727,0.49,0.3284,19,489,508,8.0,2012-04-01
10950,2012-04-06,2,1,4,0,5,1,1,0.34,0.303,0.42,0.3284,58,318,376,9.0,2012-04-01
10951,2012-04-06,2,1,4,0,5,1,1,0.36,0.3333,0.4,0.3284,81,157,238,10.0,2012-04-01
10952,2012-04-06,2,1,4,0,5,1,1,0.4,0.4091,0.37,0.2985,112,179,291,11.0,2012-04-01
10953,2012-04-06,2,1,4,0,5,1,1,0.42,0.4242,0.35,0.2985,113,224,337,12.0,2012-04-01
10954,2012-04-06,2,1,4,0,5,1,1,0.44,0.4394,0.33,0.3284,173,238,411,13.0,2012-04-01
10955,2012-04-06,2,1,4,0,5,1,1,0.48,0.4697,0.29,0.3881,240,250,490,14.0,2012-04-01
10956,2012-04-06,2,1,4,0,5,1,1,0.5,0.4848,0.27,0.2836,218,319,537,15.0,2012-04-01
10957,2012-04-06,2,1,4,0,5,1,1,0.5,0.4848,0.22,0.4179,184,352,536,16.0,2012-04-01
10958,2012-04-06,2,1,4,0,5,1,1,0.52,0.5,0.23,0.4179,172,483,655,17.0,2012-04-01
10959,2012-04-06,2,1,4,0,5,1,1,0.5,0.4848,0.22,0.4627,104,380,484,18.0,2012-04-01
10960,2012-04-06,2,1,4,0,5,1,1,0.48,0.4697,0.23,0.2985,115,297,412,19.0,2012-04-01
10961,2012-04-06,2,1,4,0,5,1,1,0.46,0.4545,0.24,0.2836,61,191,252,20.0,2012-04-01
10962,2012-04-06,2,1,4,0,5,1,1,0.44,0.4394,0.26,0.1343,54,136,190,21.0,2012-04-01
10963,2012-04-06,2,1,4,0,5,1,1,0.4,0.4091,0.35,0.2239,34,124,158,22.0,2012-04-01
10964,2012-04-06,2,1,4,0,5,1,1,0.42,0.4242,0.3,0.2836,21,92,113,23.0,2012-04-01
10965,2012-04-07,2,1,4,0,6,0,1,0.42,0.4242,0.26,0.2985,9,85,94,0.0,2012-04-01
10966,2012-04-07,2,1,4,0,6,0,1,0.4,0.4091,0.28,0.2537,9,60,69,1.0,2012-04-01
10967,2012-04-07,2,1,4,0,6,0,1,0.36,0.3333,0.29,0.3582,11,25,36,2.0,2012-04-01
10968,2012-04-07,2,1,4,0,6,0,1,0.36,0.3333,0.32,0.2537,7,21,28,3.0,2012-04-01
10969,2012-04-07,2,1,4,0,6,0,1,0.32,0.3182,0.36,0.1642,3,4,7,4.0,2012-04-01
10970,2012-04-07,2,1,4,0,6,0,1,0.32,0.3182,0.33,0.1642,0,2,2,5.0,2012-04-01
10971,2012-04-07,2,1,4,0,6,0,1,0.32,0.3182,0.36,0.194,1,18,19,6.0,2012-04-01
10972,2012-04-07,2,1,4,0,6,0,1,0.32,0.303,0.33,0.2836,14,40,54,7.0,2012-04-01
10973,2012-04-07,2,1,4,0,6,0,1,0.34,0.3182,0.34,0.2537,29,94,123,8.0,2012-04-01
10974,2012-04-07,2,1,4,0,6,0,1,0.4,0.4091,0.3,0.2537,103,173,276,9.0,2012-04-01
10975,2012-04-07,2,1,4,0,6,0,1,0.42,0.4242,0.28,0.2537,187,176,363,10.0,2012-04-01
10976,2012-04-07,2,1,4,0,6,0,1,0.44,0.4394,0.24,0.2985,251,244,495,11.0,2012-04-01
10977,2012-04-07,2,1,4,0,6,0,1,0.46,0.4545,0.23,0.3881,320,270,590,12.0,2012-04-01
10978,2012-04-07,2,1,4,0,6,0,1,0.5,0.4848,0.22,0.194,355,288,643,13.0,2012-04-01
10979,2012-04-07,2,1,4,0,6,0,1,0.5,0.4848,0.22,0.2985,326,252,578,14.0,2012-04-01
10980,2012-04-07,2,1,4,0,6,0,1,0.52,0.5,0.19,0.4179,321,305,626,15.0,2012-04-01
10981,2012-04-07,2,1,4,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,615,16.0,2012-04-01
10982,2012-04-07,2,1,4,0,6,0,1,0.54,0.5152,0.19,0.4179,299,268,567,17.0,2012-04-01
10983,2012-04-07,2,1,4,0,6,0,1,0.54,0.5152,0.18,0.2985,227,290,517,18.0,2012-04-01
10984,2012-04-07,2,1,4,0,6,0,1,0.54,0.5152,0.16,0.3284,170,243,413,19.0,2012-04-01
10985,2012-04-07,2,1,4,0,6,0,1,0.5,0.4848,0.2,0.2239,73,135,208,20.0,2012-04-01
10986,2012-04-07,2,1,4,0,6,0,1,0.5,0.4848,0.2,0.194,75,159,234,21.0,2012-04-01
10987,2012-04-07,2,1,4,0,6,0,1,0.48,0.4697,0.2,0.194,76,106,182,22.0,2012-04-01
10988,2012-04-07,2,1,4,0,6,0,1,0.46,0.4545,0.23,0.2239,32,86,118,23.0,2012-04-01
10989,2012-04-08,2,1,4,0,0,0,1,0.44,0.4394,0.24,0.2239,21,64,85,0.0,2012-04-01
10990,2012-04-08,2,1,4,0,0,0,1,0.44,0.4394,0.24,0.2239,14,50,64,1.0,2012-04-01
10991,2012-04-08,2,1,4,0,0,0,1,0.44,0.4394,0.24,0.2239,7,25,32,2.0,2012-04-01
10992,2012-04-08,2,1,4,0,0,0,1,0.42,0.4242,0.26,0.1343,8,18,26,3.0,2012-04-01
10993,2012-04-08,2,1,4,0,0,0,1,0.4,0.4091,0.4,0.0,0,7,7,4.0,2012-04-01
10994,2012-04-08,2,1,4,0,0,0,1,0.38,0.3939,0.46,0.0,4,8,12,5.0,2012-04-01
10995,2012-04-08,2,1,4,0,0,0,1,0.36,0.3788,0.37,0.0,7,21,28,6.0,2012-04-01
10996,2012-04-08,2,1,4,0,0,0,1,0.38,0.3939,0.27,0.1642,12,25,37,7.0,2012-04-01
10997,2012-04-08,2,1,4,0,0,0,1,0.4,0.4091,0.3,0.194,19,65,84,8.0,2012-04-01
10998,2012-04-08,2,1,4,0,0,0,1,0.44,0.4394,0.26,0.2239,71,108,179,9.0,2012-04-01
10999,2012-04-08,2,1,4,0,0,0,1,0.5,0.4848,0.25,0.2239,113,186,299,10.0,2012-04-01
11000,2012-04-08,2,1,4,0,0,0,1,0.5,0.4848,0.25,0.2836,195,209,404,11.0,2012-04-01
11001,2012-04-08,2,1,4,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,457,12.0,2012-04-01
11002,2012-04-08,2,1,4,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254,483,13.0,2012-04-01
11003,2012-04-08,2,1,4,0,0,0,1,0.6,0.5909,0.18,0.4478,254,249,503,14.0,2012-04-01
11004,2012-04-08,2,1,4,0,0,0,1,0.62,0.6061,0.17,0.3582,260,226,486,15.0,2012-04-01
11005,2012-04-08,2,1,4,0,0,0,1,0.64,0.6061,0.19,0.3284,232,244,476,16.0,2012-04-01
11006,2012-04-08,2,1,4,0,0,0,1,0.62,0.6061,0.22,0.2985,185,226,411,17.0,2012-04-01
11007,2012-04-08,2,1,4,0,0,0,1,0.62,0.6061,0.25,0.3284,151,159,310,18.0,2012-04-01
11008,2012-04-08,2,1,4,0,0,0,1,0.6,0.6061,0.23,0.3881,89,187,276,19.0,2012-04-01
11009,2012-04-08,2,1,4,0,0,0,1,0.56,0.5303,0.28,0.4179,65,146,211,20.0,2012-04-01
11010,2012-04-08,2,1,4,0,0,0,1,0.52,0.5,0.34,0.2239,53,77,130,21.0,2012-04-01
11011,2012-04-08,2,1,4,0,0,0,1,0.5,0.4848,0.36,0.2239,33,85,118,22.0,2012-04-01
11012,2012-04-08,2,1,4,0,0,0,1,0.5,0.4848,0.39,0.2537,10,41,51,23.0,2012-04-01
11013,2012-04-09,2,1,4,0,1,1,1,0.48,0.4697,0.39,0.2836,8,29,37,0.0,2012-04-01
11014,2012-04-09,2,1,4,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16,1.0,2012-04-01
11015,2012-04-09,2,1,4,0,1,1,1,0.46,0.4545,0.31,0.194,2,4,6,2.0,2012-04-01
11016,2012-04-09,2,1,4,0,1,1,1,0.44,0.4394,0.3,0.1642,0,3,3,3.0,2012-04-01
11017,2012-04-09,2,1,4,0,1,1,1,0.44,0.4394,0.24,0.194,2,3,5,4.0,2012-04-01
11018,2012-04-09,2,1,4,0,1,1,1,0.44,0.4394,0.24,0.194,2,30,32,5.0,2012-04-01
11019,2012-04-09,2,1,4,0,1,1,1,0.42,0.4242,0.26,0.2239,3,108,111,6.0,2012-04-01
11020,2012-04-09,2,1,4,0,1,1,1,0.42,0.4242,0.28,0.194,11,320,331,7.0,2012-04-01
